%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1695950816268600572,118,12656000000000,GPS1_Frame,42.338968333333334,-71.088455,29.4,327956.48667199817,4689524.9259557435,19,T
1695950817287690021,119,12657000000000,GPS1_Frame,42.33896333333333,-71.08845833333334,29.4,327956.1984294521,4689524.3774882825,19,T
1695950818267464562,120,12658000000000,GPS1_Frame,42.33896166666667,-71.08846,29.4,327956.05658092,4689524.195789895,19,T
1695950819288644927,121,12659000000000,GPS1_Frame,42.33896,-71.08846166666666,29.3,327955.9147323766,4689524.014091509,19,T
1695950820288652011,122,12700000000000,GPS1_Frame,42.33895666666667,-71.08846666666666,29.4,327955.49373222725,4689523.654067043,19,T
1695950821288135534,123,12701000000000,GPS1_Frame,42.338955,-71.08847,29.5,327955.2145806119,4689523.47574097,19,T
1695950822288756779,124,12702000000000,GPS1_Frame,42.33895666666667,-71.08847,29.5,327955.2191261386,4689523.660811646,19,T
1695950823268839986,125,12703000000000,GPS1_Frame,42.33895666666667,-71.08847,29.5,327955.2191261386,4689523.660811646,19,T
1695950824289375493,126,12704000000000,GPS1_Frame,42.33895666666667,-71.08847,29.5,327955.2191261386,4689523.660811646,19,T
1695950825289014148,127,12705000000000,GPS1_Frame,42.33895666666667,-71.08847,29.5,327955.2191261386,4689523.660811646,19,T
1695950826289302061,128,12706000000000,GPS1_Frame,42.33895666666667,-71.08847,29.5,327955.2191261386,4689523.660811646,19,T
1695950827290733929,129,12707000000000,GPS1_Frame,42.33895666666667,-71.08847,29.5,327955.2191261386,4689523.660811646,19,T
1695950828289451364,130,12708000000000,GPS1_Frame,42.33895666666667,-71.08847,29.5,327955.2191261386,4689523.660811646,19,T
1695950829268273268,131,12709000000000,GPS1_Frame,42.33895666666667,-71.08847,29.5,327955.2191261386,4689523.660811646,19,T
1695950830288712324,132,12710000000000,GPS1_Frame,42.33895666666667,-71.08847166666666,29.8,327955.08182309533,4689523.664183952,19,T
1695950831289169119,133,12711000000000,GPS1_Frame,42.33895833333333,-71.08847166666666,30.0,327955.08636862575,4689523.849254629,19,T
1695950832289524907,134,12712000000000,GPS1_Frame,42.33895666666667,-71.08847333333334,30.2,327954.94452004984,4689523.667556261,19,T
1695950833268633785,135,12713000000000,GPS1_Frame,42.338953333333336,-71.08847833333333,30.2,327954.5235198282,4689523.307531851,19,T
1695950834268429875,136,12714000000000,GPS1_Frame,42.33895,-71.08848166666667,30.5,327954.23982262134,4689522.944135141,19,T
1695950835266045797,137,12715000000000,GPS1_Frame,42.33895,-71.08848333333333,30.5,327954.1025195634,4689522.947507465,19,T
1695950836268850678,138,12716000000000,GPS1_Frame,42.33895,-71.08848666666667,30.7,327953.8279134454,4689522.954252122,19,T
1695950837288528377,139,12717000000000,GPS1_Frame,42.338948333333335,-71.08848666666667,30.8,327953.823367883,4689522.769181447,19,T
1695950838289114419,140,12718000000000,GPS1_Frame,42.33895,-71.08849,31.1,327953.5533073273,4689522.96099679,19,T
1695950839268664951,141,12719000000000,GPS1_Frame,42.33895,-71.08849333333333,31.1,327953.2787012093,4689522.967741469,19,T
1695950840268912247,142,12720000000000,GPS1_Frame,42.33895,-71.088495,31.3,327953.1413981513,4689522.971113812,19,T
1695950841267149645,143,12721000000000,GPS1_Frame,42.338948333333335,-71.08849666666667,31.6,327952.99954950693,4689522.789415484,19,T
1695950842267768468,144,12722000000000,GPS1_Frame,42.338946666666665,-71.0885,31.7,327952.7203977922,4689522.611089509,19,T
1695950843267997792,145,12723000000000,GPS1_Frame,42.33894333333333,-71.08850333333334,31.8,327952.4367004606,4689522.247692869,19,T
1695950844269005724,146,12724000000000,GPS1_Frame,42.33894166666666,-71.08850666666666,32.0,327952.15754870995,4689522.069366915,19,T
1695950845267739527,147,12725000000000,GPS1_Frame,42.33894,-71.08851,32.0,327951.87839694275,4689521.891040972,19,T
1695950846268001472,148,12726000000000,GPS1_Frame,42.33893666666667,-71.08851166666666,32.0,327951.73200263095,4689521.524271992,19,T
1695950847268077036,149,12727000000000,GPS1_Frame,42.338935,-71.088515,32.0,327951.45285083144,4689521.345946065,19,T
1695950848268055673,150,12728000000000,GPS1_Frame,42.33893333333333,-71.08851833333334,32.1,327951.1736990175,4689521.1676201485,19,T
1695950849266361797,151,12729000000000,GPS1_Frame,42.33893,-71.08852166666667,32.1,327950.89000155416,4689520.804223568,19,T
1695950850267878564,152,12730000000000,GPS1_Frame,42.338928333333335,-71.08852166666667,32.2,327950.88545591733,4689520.619152892,19,T
1695950851267989382,153,12731000000000,GPS1_Frame,42.33893,-71.08852,32.4,327951.0273046539,4689520.800851182,19,T
1695950852268141975,154,12732000000000,GPS1_Frame,42.338928333333335,-71.08852333333333,32.4,327950.7481528098,4689520.622525281,19,T
1695950853267914368,155,12733000000000,GPS1_Frame,42.338928333333335,-71.088525,32.4,327950.61084970215,4689520.625897674,19,T
1695950854268455737,156,12734000000000,GPS1_Frame,42.338928333333335,-71.08852666666667,32.4,327950.47354659665,4689520.629270067,19,T
1695950855268186643,157,12735000000000,GPS1_Frame,42.33893,-71.08852833333333,32.3,327950.3407891426,4689520.8177131405,19,T
1695950856288400572,158,12736000000000,GPS1_Frame,42.33893,-71.08853166666667,32.4,327950.06618293666,4689520.8244579425,19,T
1695950857268181373,159,12737000000000,GPS1_Frame,42.33893,-71.08853166666667,32.5,327950.06618293666,4689520.8244579425,19,T
1695950858267607309,160,12738000000000,GPS1_Frame,42.338926666666666,-71.08853333333333,32.6,327949.9197885103,4689520.457688997,19,T
1695950859268457333,161,12739000000000,GPS1_Frame,42.338926666666666,-71.088535,32.7,327949.78248539905,4689520.461061405,19,T
1695950860268513050,162,12740000000000,GPS1_Frame,42.338926666666666,-71.08853666666667,33.0,327949.64518228767,4689520.464433815,19,T
1695950861287454855,163,12741000000000,GPS1_Frame,42.338928333333335,-71.08854,33.2,327949.375121746,4689520.65624932,19,T
1695950862267587990,164,12742000000000,GPS1_Frame,42.338928333333335,-71.088545,33.2,327948.963212427,4689520.666366584,19,T
1695950863266439321,165,12743000000000,GPS1_Frame,42.33893,-71.08854833333334,33.2,327948.6931519064,4689520.8581821155,19,T
1695950864265752847,166,12744000000000,GPS1_Frame,42.338928333333335,-71.08855333333334,33.2,327948.2766968923,4689520.683228744,19,T
