%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.indicator,field.utm_easting,field.utm_northing,field.zone,field.letter
1697041142811977777,95,58739000000000,GPS1_Frame,42.33735656738281,-71.05266571044922,1.5191899538040161,5.0,6693.72705078125,46742.87890625,42.0,T
1697041143843993631,96,58740000000000,GPS1_Frame,42.33735656738281,-71.05266571044922,1.514050006866455,4.0,6693.7275390625,46742.87890625,42.0,T
1697041144876892160,97,58741000000000,GPS1_Frame,42.33735656738281,-71.05266571044922,1.5118099451065063,5.0,6693.7275390625,46742.87890625,42.0,T
1697041145908903033,98,58742000000000,GPS1_Frame,42.33735656738281,-71.05266571044922,1.508239984512329,5.0,6693.7275390625,46742.87890625,42.0,T
1697041146940240993,99,58743000000000,GPS1_Frame,42.33736038208008,-71.05266571044922,1.5047500133514404,5.0,6693.72802734375,46742.87890625,42.0,T
1697041147982126513,100,58744000000000,GPS1_Frame,42.33736038208008,-71.05266571044922,1.5009900331497192,4.0,6693.72802734375,46742.87890625,42.0,T
1697041149013958578,101,58745000000000,GPS1_Frame,42.33736038208008,-71.05266571044922,1.5008599758148193,4.0,6693.72802734375,46742.87890625,42.0,T
1697041150045346925,102,58746000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.4958900213241577,5.0,6693.72900390625,46742.8828125,42.0,T
1697041151077028968,103,58747000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.4929699897766113,5.0,6693.7294921875,46742.8828125,42.0,T
1697041152109620708,104,58748000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.4897600412368774,5.0,6693.72998046875,46742.8828125,42.0,T
1697041153151631734,105,58749000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.486989974975586,5.0,6693.72998046875,46742.8828125,42.0,T
1697041154186271898,106,58750000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.4841400384902954,5.0,6693.73046875,46742.8828125,42.0,T
1697041155219560798,107,58751000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.48239004611969,5.0,6693.73046875,46742.8828125,42.0,T
1697041156251582528,108,58752000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.4796600341796875,5.0,6693.73095703125,46742.8828125,42.0,T
1697041157283889207,109,58753000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.4776500463485718,4.0,6693.73095703125,46742.8828125,42.0,T
1697041158324794867,110,58754000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.4746400117874146,5.0,6693.7314453125,46742.8828125,42.0,T
1697041159357286557,111,58755000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.4721299409866333,5.0,6693.7314453125,46742.8828125,42.0,T
1697041160391250606,112,58756000000000,GPS1_Frame,42.33736038208008,-71.05267333984375,1.469539999961853,4.0,6693.73193359375,46742.8828125,42.0,T
1697041161425372026,113,58757000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.4677400588989258,5.0,6693.732421875,46742.8828125,42.0,T
1697041162458554852,114,58758000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.4656800031661987,5.0,6693.73291015625,46742.8828125,42.0,T
1697041163500583515,115,58759000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.463479995727539,5.0,6693.7333984375,46742.8828125,42.0,T
1697041164536144167,116,58760000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.460669994354248,5.0,6693.7333984375,46742.8828125,42.0,T
1697041165569645744,117,58761000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.4595799446105957,5.0,6693.73388671875,46742.8828125,42.0,T
1697041166601819497,118,58762000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.456570029258728,5.0,6693.73388671875,46742.8828125,42.0,T
1697041167634984384,119,58763000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.4541499614715576,5.0,6693.734375,46742.8828125,42.0,T
1697041168678039197,120,58764000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.4517899751663208,4.0,6693.73486328125,46742.8828125,42.0,T
1697041169712086088,121,58765000000000,GPS1_Frame,42.337364196777344,-71.05268096923828,1.4504499435424805,4.0,6693.73486328125,46742.8828125,42.0,T
1697041170745967307,122,58766000000000,GPS1_Frame,42.337364196777344,-71.05268096923828,1.4475699663162231,5.0,6693.7353515625,46742.8828125,42.0,T
1697041171779153905,123,58767000000000,GPS1_Frame,42.337364196777344,-71.05268096923828,1.4452400207519531,5.0,6693.73583984375,46742.8828125,42.0,T
1697041172812781304,124,58768000000000,GPS1_Frame,42.33736038208008,-71.05268096923828,1.4431699514389038,4.0,6693.7353515625,46742.8828125,42.0,T
1697041173856381255,125,58769000000000,GPS1_Frame,42.337364196777344,-71.05268859863281,1.4420000314712524,5.0,6693.73583984375,46742.8828125,42.0,T
1697041174889907820,126,58770000000000,GPS1_Frame,42.337364196777344,-71.05268859863281,1.4413100481033325,5.0,6693.736328125,46742.8828125,42.0,T
1697041175922056026,127,58771000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4406499862670898,5.0,6693.736328125,46742.8828125,42.0,T
1697041176954832547,128,58772000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4401700496673584,5.0,6693.736328125,46742.8828125,42.0,T
1697041177987559256,129,58773000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.439710021018982,5.0,6693.73681640625,46742.8828125,42.0,T
1697041179022718618,130,58774000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4387999773025513,5.0,6693.73681640625,46742.8828125,42.0,T
1697041180055616818,131,58775000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.438249945640564,5.0,6693.73681640625,46742.8828125,42.0,T
1697041181090896785,132,58776000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4377299547195435,5.0,6693.7373046875,46742.8828125,42.0,T
1697041182124473840,133,58777000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4373300075531006,5.0,6693.7373046875,46742.8828125,42.0,T
1697041183155843473,134,58778000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4374799728393555,5.0,6693.7373046875,46742.8828125,42.0,T
1697041184196688442,135,58779000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4368400573730469,5.0,6693.73779296875,46742.8828125,42.0,T
1697041185229410112,136,58780000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4370499849319458,5.0,6693.73779296875,46742.8828125,42.0,T
1697041186263759079,137,58781000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.436769962310791,5.0,6693.73779296875,46742.8828125,42.0,T
1697041187297740647,138,58782000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.433899998664856,5.0,6693.73779296875,46742.8828125,42.0,T
1697041188330377415,139,58783000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4341700077056885,5.0,6693.73828125,46742.8828125,42.0,T
1697041189371570031,140,58784000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4339200258255005,5.0,6693.73828125,46742.8828125,42.0,T
1697041190403721414,141,58785000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4339599609375,5.0,6693.73876953125,46742.8828125,42.0,T
1697041191435826091,142,58786000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4336299896240234,5.0,6693.73876953125,46742.8828125,42.0,T
1697041192467294651,143,58787000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4332200288772583,5.0,6693.7392578125,46742.8828125,42.0,T
1697041193499518133,144,58788000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4326900243759155,5.0,6693.7392578125,46742.8828125,42.0,T
1697041194541303555,145,58789000000000,GPS1_Frame,42.33736038208008,-71.05268859863281,1.4321600198745728,5.0,6693.73974609375,46742.8828125,42.0,T
1697041195573419898,146,58790000000000,GPS1_Frame,42.33736038208008,-71.05269622802734,1.4317100048065186,5.0,6693.73974609375,46742.8828125,42.0,T
1697041196605383745,147,58791000000000,GPS1_Frame,42.33736038208008,-71.05269622802734,1.4283599853515625,5.0,6693.74072265625,46742.8828125,42.0,T
1697041197638931830,148,58792000000000,GPS1_Frame,42.33736038208008,-71.05269622802734,1.4256700277328491,5.0,6693.74072265625,46742.8828125,42.0,T
1697041198670202377,149,58793000000000,GPS1_Frame,42.337364196777344,-71.05269622802734,1.4235700368881226,5.0,6693.7412109375,46742.8828125,42.0,T
1697041199712636362,150,58794000000000,GPS1_Frame,42.337364196777344,-71.05269622802734,1.420889973640442,5.0,6693.74169921875,46742.8828125,42.0,T
1697041200747128526,151,58795000000000,GPS1_Frame,42.337364196777344,-71.05269622802734,1.4178199768066406,5.0,6693.7421875,46742.8828125,42.0,T
1697041201780102570,152,58796000000000,GPS1_Frame,42.33736801147461,-71.05269622802734,1.4147100448608398,4.0,6693.7431640625,46742.88671875,42.0,T
1697041202813403335,153,58797000000000,GPS1_Frame,42.33736801147461,-71.05269622802734,1.411929965019226,5.0,6693.7431640625,46742.88671875,42.0,T
